RECORDING_SESSION_LABEL,id,rel_start,rel_end,ioa
sub29,17,242,465,b
sub29,17,520,729,a
sub29,17,747,893,a
sub29,17,944,1145,c
sub29,17,1166,1275,c
sub29,17,1329,1572,b
sub29,32,-1872,-213,0
sub29,32,-193,-47,0
sub29,32,-9,249,a
sub29,32,303,497,c
sub29,32,543,681,b
sub29,32,703,848,b
sub29,32,901,1051,a
sub29,32,1064,1224,a
sub29,32,1278,1372,c
sub29,4,-1875,-1374,0
sub29,4,-1359,-860,0
sub29,4,-837,-48,0
sub29,4,-2,248,c
sub29,4,308,479,a
sub29,4,533,671,b
sub29,4,689,894,b
sub29,4,958,1443,c
sub29,35,-1870,-642,0
sub29,35,-621,-54,0
sub29,35,-14,309,b
sub29,35,361,585,a
sub29,35,644,874,c
sub29,35,923,1063,a
sub29,35,1079,1344,a
sub29,35,1354,1459,a
sub29,35,1514,1667,c
sub29,35,1721,1914,b
sub29,2,-1868,-1708,0
sub29,2,-1693,-725,0
sub29,2,-681,-391,b
sub29,2,-346,-30,0
sub29,2,14,286,a
sub29,2,342,478,c
sub29,2,496,639,c
sub29,2,689,925,b
sub29,2,989,1302,a
sub29,14,-1868,-834,0
sub29,14,-810,-526,c
sub29,14,-510,-37,c
sub29,14,8,274,a
sub29,14,328,526,b
sub29,14,575,810,c
sub29,14,821,956,c
sub29,14,1013,1244,a
sub29,14,1307,1408,b
sub29,31,-1878,-1015,0
sub29,31,-993,-365,0
sub29,31,-351,-49,0
sub29,31,-10,190,a
sub29,31,244,433,b
sub29,31,470,502,b
sub29,31,543,763,c
sub29,31,780,910,c
sub29,31,964,1133,a
sub29,31,1149,1290,a
sub29,3,-1869,-932,0
sub29,3,-922,-679,0
sub29,3,-666,-52,0
sub29,3,-8,359,b
sub29,3,412,585,c
sub29,3,635,906,a
sub29,3,913,1054,a
sub29,3,1114,1227,b
sub29,3,1250,1490,b
sub29,44,-1870,-1658,0
sub29,44,-1650,-69,0
sub29,44,-37,192,a
sub29,44,205,329,a
sub29,44,389,600,c
sub29,44,660,926,b
sub29,44,986,1116,a
sub29,44,1129,1172,a
sub29,50,-1874,-1185,0
sub29,50,-1177,-1001,0
sub29,50,-990,-891,0
sub29,50,-878,-346,0
sub29,50,-335,-198,0
sub29,50,-180,-34,0
sub29,50,5,238,a
sub29,50,290,473,c
sub29,50,534,886,b
sub29,50,951,1102,a
sub29,7,-1876,-951,0
sub29,7,-925,-735,0
sub29,7,-724,-57,0
sub29,7,-15,198,a
sub29,7,277,333,b
sub29,7,371,488,b
sub29,7,506,671,b
sub29,7,729,837,c
sub29,7,853,993,c
sub29,7,1049,1207,a
sub29,7,1223,1576,a
sub29,16,-1874,-223,0
sub29,16,-200,-60,0
sub29,16,-17,253,c
sub29,16,263,327,c
sub29,16,387,521,a
sub29,16,539,773,a
sub29,16,834,958,b
sub29,16,974,1157,b
sub29,16,1215,1531,c
sub29,16,1599,1721,a
sub29,16,1757,1836,a
sub29,16,1892,1997,b
sub29,54,-1872,-848,0
sub29,54,-835,-405,0
sub29,54,-380,-174,0
sub29,54,-151,18,0
sub29,54,69,383,c
sub29,54,392,522,c
sub29,54,572,758,b
sub29,54,809,1030,a
sub29,54,1049,1143,a
sub29,54,1200,1408,c
sub29,15,-1876,-1420,0
sub29,15,-1401,-784,0
sub29,15,-769,-55,0
sub29,15,-7,237,b
sub29,15,292,422,a
sub29,15,444,592,a
sub29,15,644,1012,c
sub29,15,1070,1327,b
sub29,15,1388,1522,a
sub29,15,1537,1632,a
sub29,27,-1870,-590,0
sub29,27,-546,-379,0
sub29,27,-337,-31,0
sub29,27,14,302,b
sub29,27,359,555,a
sub29,27,608,930,c
sub29,27,994,1184,b
sub29,37,-1869,-1469,0
sub29,37,-1456,-233,0
sub29,37,-211,-41,0
sub29,37,4,224,a
sub29,37,232,451,a
sub29,37,515,702,b
sub29,37,754,862,0
sub29,37,903,1172,c
sub29,37,1238,1399,a
sub29,37,1453,1655,b
sub29,37,1693,1761,b
sub29,41,-1871,-1212,0
sub29,41,-1201,-767,0
sub29,41,-745,-636,0
sub29,41,-615,-62,b
sub29,41,-40,248,b
sub29,41,304,603,c
sub29,41,661,917,a
sub29,41,973,1267,b
sub29,41,1327,1509,c
sub29,41,1563,1690,b
sub29,22,-1874,-1692,0
sub29,22,-1668,-1038,0
sub29,22,-1024,-238,c
sub29,22,-227,-2,0
sub29,22,32,274,c
sub29,22,286,455,c
sub29,22,503,667,b
sub29,22,725,1049,a
sub29,22,1099,1286,c
sub29,22,1305,1442,c
sub29,22,1539,1653,b
sub29,22,1671,1866,b
sub29,22,1900,2020,b
sub29,6,-1870,-1365,0
sub29,6,-1350,-1038,0
sub29,6,-1030,-70,0
sub29,6,-33,276,c
sub29,6,330,530,b
sub29,6,582,910,a
sub29,6,968,1288,c
sub29,6,1354,1502,b
sub29,34,-1868,-1543,0
sub29,34,-1536,-1290,0
sub29,34,-1283,-1024,0
sub29,34,-1005,-896,0
sub29,34,-826,-748,c
sub29,34,-709,-467,c
sub29,34,-425,-210,0
sub29,34,-189,-26,0
sub29,34,15,154,c
sub29,34,174,329,c
sub29,34,381,566,a
sub29,34,628,745,b
sub29,34,760,905,b
sub29,34,963,1229,c
sub29,34,1284,1432,a
sub29,34,1454,1560,a
sub29,12,-1874,-1166,0
sub29,12,-1152,-966,0
sub29,12,-949,-658,b
sub29,12,-639,-282,0
sub29,12,-261,-60,0
sub29,12,-31,183,c
sub29,12,236,527,b
sub29,12,578,882,a
sub29,12,903,961,a
sub29,12,1016,1161,c
sub29,39,-1867,-449,0
sub29,39,-431,-270,0
sub29,39,-257,-1,a
sub29,39,47,273,b
sub29,39,289,396,b
sub29,39,449,655,a
sub29,39,716,869,c
sub29,39,881,1070,c
sub29,39,1129,1467,b
sub29,19,-1877,-1097,0
sub29,19,-1071,-56,0
sub29,19,-12,172,a
sub29,19,185,366,a
sub29,19,414,678,c
sub29,19,731,1002,b
sub29,19,1068,1160,a
sub29,8,-1874,-1197,0
sub29,8,-1178,-910,0
sub29,8,-890,-63,0
sub29,8,-20,278,a
sub29,8,330,554,c
sub29,8,607,847,b
sub29,8,930,1078,a
sub29,23,-1875,-1704,0
sub29,23,-1695,-1444,0
sub29,23,-1429,-1106,c
sub29,23,-1083,-823,0
sub29,23,-798,-654,c
sub29,23,-628,-376,0
sub29,23,-354,-58,0
sub29,23,-17,215,b
sub29,23,267,580,c
sub29,23,632,885,a
sub29,23,965,1137,b
sub29,9,-1871,-1420,0
sub29,9,-1397,-1006,0
sub29,9,-982,-727,b
sub29,9,-715,-264,0
sub29,9,-254,-58,0
sub29,9,-23,326,b
sub29,9,378,647,a
sub29,9,699,936,c
sub29,9,993,1136,b
sub29,9,1192,1655,a
sub29,18,-1876,-1345,0
sub29,18,-1329,-1109,0
sub29,18,-1097,-906,b
sub29,18,-886,-412,0
sub29,18,-401,-39,b
sub29,18,4,343,c
sub29,18,404,692,b
sub29,18,754,901,a
sub29,18,922,1057,a
sub29,18,1109,1317,c
sub29,18,1370,1574,b
sub29,18,1623,1666,a
sub29,29,-1875,-1684,0
sub29,29,-1673,-1402,0
sub29,29,-1383,-1020,0
sub29,29,-1010,-63,0
sub29,29,-22,249,b
sub29,29,302,418,c
sub29,29,439,561,c
sub29,29,612,865,a
sub29,29,926,1196,b
sub29,45,-1874,-1534,0
sub29,45,-1519,-1085,0
sub29,45,-1072,-939,0
sub29,45,-918,-774,b
sub29,45,-751,-62,0
sub29,45,-28,177,b
sub29,45,233,584,a
sub29,45,637,959,c
sub29,45,1014,1184,b
sub29,45,1201,1349,b
sub29,11,-1867,-1030,0
sub29,11,-1009,-66,b
sub29,11,-29,157,b
sub29,11,209,539,c
sub29,11,590,875,a
sub29,11,930,1019,b
sub29,47,-1869,-1706,0
sub29,47,-1696,-1281,0
sub29,47,-1262,-546,0
sub29,47,-505,-256,0
sub29,47,-233,-143,0
sub29,47,-131,-36,0
sub29,47,-5,268,b
sub29,47,320,534,c
sub29,47,597,843,a
sub29,47,917,1006,b
sub29,47,1030,1146,b
sub29,47,1204,1548,c
sub29,47,1610,1761,b
sub29,52,-1873,-793,0
sub29,52,-753,-413,a
sub29,52,-386,-56,0
sub29,52,-15,245,c
sub29,52,301,494,a
sub29,52,545,844,b
sub29,52,902,1199,c
sub29,52,1235,1431,c
sub29,24,-1867,-1708,0
sub29,24,-1698,-1487,0
sub29,24,-1470,-1257,0
sub29,24,-1247,-980,0
sub29,24,-971,-330,0
sub29,24,-304,-14,c
sub29,24,8,29,c
sub29,24,42,224,c
sub29,24,279,523,b
sub29,24,571,816,a
sub29,24,877,1079,c
sub29,24,1131,1259,a
sub29,24,1280,1339,a
sub29,24,1390,1534,c
sub29,24,1587,1620,b
sub29,10,-1877,-1242,0
sub29,10,-1233,-1055,0
sub29,10,-1043,-555,0
sub29,10,-529,-59,0
sub29,10,-33,205,c
sub29,10,256,511,a
sub29,10,559,891,b
sub29,10,940,1085,c
sub29,10,1099,1220,c
sub29,40,-1871,-1280,0
sub29,40,-1257,-904,0
sub29,40,-886,-52,0
sub29,40,-10,299,c
sub29,40,352,531,a
sub29,40,583,742,b
sub29,40,791,994,a
sub29,40,1017,1203,a
sub29,40,1263,1427,b
sub29,40,1485,1573,c
sub29,49,-1874,-807,0
sub29,49,-761,-39,a
sub29,49,-10,249,a
sub29,49,307,575,b
sub29,49,628,844,c
sub29,49,908,1161,a
sub29,20,-1878,-1709,0
sub29,20,-1690,-1467,0
sub29,20,-1449,-1185,0
sub29,20,-1177,-434,0
sub29,20,-423,-197,a
sub29,20,-181,-28,a
sub29,20,-4,214,a
sub29,20,269,421,c
sub29,20,440,551,c
sub29,20,603,962,b
sub29,20,1029,1195,a
sub29,1,-1871,-1630,0
sub29,1,-1616,-1335,0
sub29,1,-1324,-1137,0
sub29,1,-1124,-904,0
sub29,1,-884,-815,0
sub29,1,-800,-610,b
sub29,1,-588,-37,0
sub29,1,4,262,a
sub29,1,313,481,b
sub29,1,529,914,c
sub29,1,980,1220,a
sub29,53,-1873,-1717,0
sub29,53,-1709,-1593,0
sub29,53,-1397,-1240,0
sub29,53,-1223,-938,0
sub29,53,-920,-482,0
sub29,53,-462,-61,0
sub29,53,-20,237,b
sub29,53,292,445,c
sub29,53,461,573,c
sub29,53,621,843,a
sub29,53,908,1123,b
sub29,53,1176,1401,a
sub29,53,1455,1572,b
sub29,28,-1872,-1257,0
sub29,28,-1235,-795,0
sub29,28,-775,-218,0
sub29,28,-204,-45,0
sub29,28,-3,293,c
sub29,28,358,473,a
sub29,28,487,601,a
sub29,28,650,910,b
sub29,28,962,1111,a
sub29,28,1131,1312,a
sub29,28,1368,1588,c
sub29,28,1651,1820,b
sub29,26,-1872,-1715,0
sub29,26,-1450,-879,b
sub29,26,-854,-695,0
sub29,26,-672,-20,0
sub29,26,15,164,a
sub29,26,179,344,a
sub29,26,405,588,c
sub29,26,642,777,b
sub29,26,797,984,b
sub29,26,1047,1444,a
sub29,36,-1870,-990,0
sub29,36,-973,-806,0
sub29,36,-796,-598,0
sub29,36,-587,-279,0
sub29,36,-268,-53,0
sub29,36,-15,285,c
sub29,36,336,889,b
sub29,36,940,1078,c
sub29,30,-1871,-1291,0
sub29,30,-1271,-1082,b
sub29,30,-1043,-849,a
sub29,30,-835,-486,0
sub29,30,-462,7,b
sub29,30,61,331,c
sub29,30,386,614,b
sub29,30,678,830,a
sub29,30,891,1207,c
sub29,30,1254,1372,0
sub29,42,-1874,-1735,0
sub29,42,-1468,-1029,a
sub29,42,-1003,-804,0
sub29,42,-781,-317,0
sub29,42,-295,-71,c
sub29,42,-46,251,c
sub29,42,303,582,b
sub29,42,631,876,a
sub29,42,944,1126,c
sub29,42,1149,1290,c
sub29,38,-1873,-1631,0
sub29,38,-1624,-775,0
sub29,38,-754,-474,b
sub29,38,-435,-43,c
sub29,38,-3,182,a
sub29,38,195,324,a
sub29,38,376,583,c
sub29,38,635,861,b
sub29,38,922,1231,a
sub29,13,-1876,-1731,0
sub29,13,-1719,-1464,0
sub29,13,-1451,-1183,0
sub29,13,-1164,-919,0
sub29,13,-907,-648,0
sub29,13,-628,-463,0
sub29,13,-455,-202,0
sub29,13,-184,-32,0
sub29,13,8,259,a
sub29,13,318,443,b
sub29,13,462,590,b
sub29,13,638,918,c
sub29,13,989,1089,a
sub29,51,-1868,-1026,0
sub29,51,-1011,-802,0
sub29,51,-780,-562,0
sub29,51,-540,-61,0
sub29,51,-16,15,b
sub29,51,40,176,b
sub29,51,194,364,b
sub29,51,411,579,0
sub29,51,613,782,a
sub29,51,832,1231,c
sub29,21,-1876,-1291,0
sub29,21,-1065,-262,0
sub29,21,-239,-76,b
sub29,21,-50,152,b
sub29,21,202,393,a
sub29,21,413,537,a
sub29,21,582,895,c
sub29,21,952,1102,a
sub29,21,1152,1244,b
sub3,9,-1871,-1745,0
sub3,9,-1734,-1561,0
sub3,9,-1394,-64,0
sub3,9,-17,287,b
sub3,9,338,632,c
sub3,9,690,917,a
sub3,9,925,1737,a
sub3,5,-1874,-1465,0
sub3,5,-1442,-983,0
sub3,5,-968,-803,0
sub3,5,-785,-765,b
sub3,5,-719,-691,0
sub3,5,-661,-69,b
sub3,5,-32,270,b
sub3,5,324,577,a
sub3,5,638,1019,c
sub3,5,1080,1230,a
sub3,47,-1868,-1401,0
sub3,47,-1391,-928,0
sub3,47,-920,-452,0
sub3,47,-441,-8,0
sub3,47,17,176,b
sub3,47,202,433,b
sub3,47,490,662,c
sub3,47,713,973,a
sub3,47,1022,1225,c
sub3,47,1291,1443,b
sub3,25,-1867,-1035,0
sub3,25,-1027,-51,0
sub3,25,-31,52,0
sub3,25,86,364,a
sub3,25,424,649,b
sub3,25,702,1020,a
sub3,10,-1874,-1748,0
sub3,10,-1739,-1493,0
sub3,10,-1305,-57,0
sub3,10,-21,3,c
sub3,10,35,143,c
sub3,10,162,335,c
sub3,10,391,554,b
sub3,10,606,959,a
sub3,32,-1872,-7,0
sub3,32,43,371,a
sub3,32,427,629,b
sub3,32,688,1195,c
sub3,29,-1877,-1746,0
sub3,29,-1530,-308,0
sub3,29,-293,-20,0
sub3,29,38,336,b
sub3,29,397,713,c
sub3,29,770,1113,a
sub3,27,-1873,-920,0
sub3,27,-903,-293,0
sub3,27,-280,-56,0
sub3,27,-16,310,b
sub3,27,377,548,c
sub3,27,607,1120,a
sub3,22,-1872,-1395,0
sub3,22,-1234,-442,0
sub3,22,-230,-54,0
sub3,22,-22,118,a
sub3,22,163,351,c
sub3,22,407,746,b
sub3,22,800,1099,c
sub3,22,1159,1337,a
sub3,4,-1876,-1761,0
sub3,4,-1747,-1596,0
sub3,4,-1372,7,0
sub3,4,58,226,c
sub3,4,289,494,a
sub3,4,550,923,b
sub3,4,972,1089,c
sub3,6,-1873,-1209,0
sub3,6,-1201,-828,0
sub3,6,-808,-201,0
sub3,6,-176,-34,b
sub3,6,8,236,b
sub3,6,294,638,c
sub3,6,694,1173,a
sub3,42,-1872,-1735,0
sub3,42,-1555,-930,0
sub3,42,-905,-351,0
sub3,42,-324,-73,0
sub3,42,-27,203,c
sub3,42,266,487,b
sub3,42,502,651,b
sub3,42,709,986,a
sub3,42,1036,1184,c
sub3,18,-1872,-1728,0
sub3,18,-1535,-991,0
sub3,18,-980,-746,0
sub3,18,-734,-28,0
sub3,18,20,319,c
sub3,18,367,595,a
sub3,18,645,1089,b
sub3,24,-1870,-1666,0
sub3,24,-1603,-1583,a
sub3,24,-1543,-1016,0
sub3,24,-1000,-633,0
sub3,24,-621,-62,0
sub3,24,-21,198,c
sub3,24,254,499,a
sub3,24,552,685,a
sub3,24,732,1054,b
sub3,1,-1871,-1715,0
sub3,1,-1501,-846,0
sub3,1,-826,-479,0
sub3,1,-461,-49,0
sub3,1,-1,189,a
sub3,1,246,406,c
sub3,1,464,695,b
sub3,1,705,1066,b
sub3,13,-1872,-1654,0
sub3,13,-1488,-83,0
sub3,13,-38,213,a
sub3,13,267,483,c
sub3,13,537,984,b
sub3,52,-1873,-1166,0
sub3,52,-989,-52,0
sub3,52,-19,242,c
sub3,52,295,610,a
sub3,52,665,1078,b
sub3,8,-1872,-887,0
sub3,8,-877,-602,0
sub3,8,-576,-68,0
sub3,8,-22,214,a
sub3,8,273,451,c
sub3,8,507,793,b
sub3,8,844,1278,a
sub3,31,-1872,-58,0
sub3,31,-11,314,a
sub3,31,372,569,b
sub3,31,627,1078,c
sub3,49,-1868,-78,0
sub3,49,-37,140,a
sub3,49,192,608,b
sub3,49,667,865,c
sub3,43,-1872,-1615,0
sub3,43,-1560,-1504,c
sub3,43,-1497,-1475,0
sub3,43,-1462,-50,0
sub3,43,-1,252,a
sub3,43,309,654,b
sub3,43,709,983,c
sub3,43,1032,1361,a
sub3,26,-1872,-1048,0
sub3,26,-884,-455,0
sub3,26,-439,-58,0
sub3,26,-21,191,a
sub3,26,250,438,b
sub3,26,500,729,c
sub3,26,739,972,c
sub3,26,1029,1243,b
sub3,38,-1875,-1606,0
sub3,38,-1383,-727,0
sub3,38,-710,6,0
sub3,38,62,335,a
sub3,38,383,735,c
sub3,38,793,972,b
sub3,34,-1875,-1286,0
sub3,34,-1102,-288,0
sub3,34,-278,-59,0
sub3,34,-28,112,a
sub3,34,162,412,c
sub3,34,468,677,b
sub3,34,736,1243,a
sub3,37,-1877,-7,0
sub3,37,38,377,a
sub3,37,444,791,b
sub3,37,850,961,c
sub3,40,-1870,-1756,0
sub3,40,-1747,-1680,0
sub3,40,-1457,-786,0
sub3,40,-778,-28,0
sub3,40,13,342,c
sub3,40,401,703,a
sub3,40,755,925,b
sub3,44,-1875,-1737,0
sub3,44,-1515,-881,0
sub3,44,-871,-671,0
sub3,44,-462,-34,0
sub3,44,10,247,a
sub3,44,302,464,c
sub3,44,528,791,b
sub3,44,841,972,a
sub3,11,-1877,-1579,0
sub3,11,-1337,-69,0
sub3,11,-25,239,b
sub3,11,294,728,a
sub3,11,750,1043,a
sub3,48,-1872,-1723,0
sub3,48,-1508,-947,0
sub3,48,-926,-663,c
sub3,48,-643,-82,0
sub3,48,-38,272,c
sub3,48,318,529,b
sub3,48,573,1090,a
sub3,53,-1874,-546,0
sub3,53,-534,2,0
sub3,53,50,366,b
sub3,53,428,613,a
sub3,53,667,917,c
sub3,53,930,1043,c
sub3,3,-1875,-1757,0
sub3,3,-1744,-1717,0
sub3,3,-1501,-17,0
sub3,3,32,359,b
sub3,3,425,713,a
sub3,3,765,1054,c
sub3,21,-1867,-1730,0
sub3,21,-1514,-57,0
sub3,21,-15,306,b
sub3,21,367,731,c
sub3,21,798,890,a
sub3,12,-1876,-1779,0
sub3,12,-1557,-442,0
sub3,12,-432,-83,0
sub3,12,-36,213,c
sub3,12,236,389,c
sub3,12,437,616,a
sub3,12,670,960,b
sub3,35,-1869,-1296,0
sub3,35,-1286,-912,0
sub3,35,-895,-663,0
sub3,35,-640,-443,0
sub3,35,-424,-55,0
sub3,35,-16,250,b
sub3,35,324,467,a
sub3,35,485,674,a
sub3,35,731,925,c
sub3,15,-1874,-1735,0
sub3,15,-1500,-72,0
sub3,15,-40,171,b
sub3,15,220,497,a
sub3,15,554,794,c
sub3,15,851,1102,b
sub3,15,1161,1435,a
sub3,41,-1877,-1690,0
sub3,41,-1622,-1592,0
sub3,41,-1568,-855,0
sub3,41,-846,-226,0
sub3,41,-208,98,0
sub3,41,138,457,c
sub3,41,515,675,b
sub3,41,726,1043,a
sub3,46,-1873,-1589,0
sub3,46,-1411,-925,0
sub3,46,-909,-333,0
sub3,46,-314,-72,c
sub3,46,-34,188,c
sub3,46,244,420,b
sub3,46,475,855,a
sub3,54,-1866,-1726,0
sub3,54,-1508,-228,0
sub3,54,-216,-71,0
sub3,54,-44,206,c
sub3,54,270,442,0
sub3,54,487,713,b
sub3,54,724,937,b
sub3,45,-1870,-1773,0
sub3,45,-1764,-1562,0
sub3,45,-1343,-878,0
sub3,45,-868,-73,0
sub3,45,-29,365,b
sub3,45,422,610,c
sub3,45,667,1019,a
sub3,7,-1878,-1743,0
sub3,7,-1662,-1627,c
sub3,7,-1605,26,0
sub3,7,72,277,a
sub3,7,328,488,c
sub3,7,542,900,b
sub3,7,954,1008,a
sub3,19,-1876,-1160,0
sub3,19,-1146,-848,0
sub3,19,-833,-34,0
sub3,19,7,241,a
sub3,19,306,471,b
sub3,19,519,741,c
sub3,19,803,1085,a
sub3,19,1106,1396,a
sub3,14,-1878,-1692,0
sub3,14,-1486,-1100,0
sub3,14,-1090,-116,0
sub3,14,-90,-6,0
sub3,14,33,274,c
sub3,14,330,532,a
sub3,14,584,1054,b
sub3,2,-1871,-1716,0
sub3,2,-1657,-1620,0
sub3,2,-1596,-1551,0
sub3,2,-1534,-814,0
sub3,2,-801,-16,0
sub3,2,34,260,c
sub3,2,317,621,0
sub3,2,658,983,a
sub3,28,-1872,-1676,0
sub3,28,-1422,-20,0
sub3,28,44,355,c
sub3,28,404,621,a
sub3,28,677,1113,b
sub3,36,-1875,-1460,0
sub3,36,-1251,-73,0
sub3,36,-26,231,c
sub3,36,289,783,a
sub3,16,-1874,-1698,0
sub3,16,-1478,-542,0
sub3,16,-520,-57,0
sub3,16,-8,260,a
sub3,16,319,453,b
sub3,16,519,828,c
sub3,16,876,1235,b
sub3,16,1286,1454,c
sub3,17,-1876,-1747,0
sub3,17,-1538,-1018,0
sub3,17,-1005,-443,0
sub3,17,-435,-13,0
sub3,17,43,246,b
sub3,17,296,507,c
sub3,17,560,798,a
sub3,17,857,1207,c
sub3,20,-1869,-1752,0
sub3,20,-1550,-790,0
sub3,20,-783,-37,0
sub3,20,15,269,a
sub3,20,325,602,b
sub3,20,657,1065,c
sub3,30,-1873,-55,0
sub3,30,-10,278,b
sub3,30,339,659,c
sub3,30,711,1008,a
sub3,39,-1872,-1759,0
sub3,39,-1752,-1690,0
sub3,39,-1463,-1346,0
sub3,39,-1332,-875,0
sub3,39,-864,-389,0
sub3,39,-378,-30,0
sub3,39,33,313,b
sub3,39,367,528,c
sub3,39,583,1149,a
sub3,51,-1876,-1644,0
sub3,51,-1392,-1279,0
sub3,51,-1266,-21,0
sub3,51,32,275,b
sub3,51,331,555,a
sub3,51,615,899,c
sub3,51,908,1024,c
sub3,51,1086,1243,b
sub3,33,-1869,-1797,0
sub3,33,-1785,-1743,0
sub3,33,-1574,-1534,c
sub3,33,-1520,-30,0
sub3,33,13,314,b
sub3,33,368,583,c
sub3,33,635,983,a
sub3,50,-1870,-1716,0
sub3,50,-1698,-1174,0
sub3,50,-1155,-75,a
sub3,50,-54,103,a
sub3,50,157,342,b
sub3,50,398,573,c
sub3,50,584,831,c
sub3,23,-1875,-1764,0
sub3,23,-1754,-1715,0
sub3,23,-1504,-776,0
sub3,23,-537,-56,0
sub3,23,-15,275,b
sub3,23,328,535,a
sub3,23,590,886,c
sub3,23,946,1043,a
sub30,7,-1869,-55,0
sub30,7,-16,4,a
sub30,7,20,160,a
sub30,7,210,357,b
sub30,7,416,678,c
sub30,7,746,984,b
sub30,7,1240,1261,a
sub30,7,1282,1507,a
sub30,7,1557,1660,0
sub30,7,1891,1914,0
sub30,7,1933,3563,a
sub30,38,-1875,-962,0
sub30,38,-939,-711,c
sub30,38,-687,-345,c
sub30,38,-306,34,0
sub30,38,76,219,b
sub30,38,290,441,a
sub30,38,511,704,c
sub30,38,721,897,c
sub30,47,-1877,-742,0
sub30,47,-714,-543,b
sub30,47,-512,-48,0
sub30,47,-19,140,b
sub30,47,196,370,a
sub30,47,432,851,c
sub30,47,1077,1172,0
sub30,19,-1876,-696,0
sub30,19,-673,-383,0
sub30,19,-361,-67,0
sub30,19,-24,120,b
sub30,19,177,329,c
sub30,19,400,639,a
sub30,19,697,908,b
sub30,19,967,1125,c
sub30,1,-1875,-937,0
sub30,1,-619,39,0
sub30,1,77,182,c
sub30,1,216,290,c
sub30,1,343,490,b
sub30,1,546,1125,a
sub30,29,-1867,-342,0
sub30,29,-321,-52,c
sub30,29,-11,162,a
sub30,29,229,401,b
sub30,29,462,610,c
sub30,29,845,1219,0
sub30,46,-1873,-25,0
sub30,46,0,148,a
sub30,46,171,267,a
sub30,46,316,475,b
sub30,46,539,688,c
sub30,46,742,1220,a
sub30,48,-1878,-537,0
sub30,48,-523,79,c
sub30,48,118,272,c
sub30,48,327,429,b
sub30,48,489,951,a
sub30,48,1216,1401,0
sub30,48,1444,1643,b
sub30,8,-1875,-55,0
sub30,8,-24,133,c
sub30,8,181,350,a
sub30,8,404,487,c
sub30,8,543,966,b
sub30,8,1015,1220,0
sub30,54,-1870,-1766,0
sub30,54,-1401,-1376,c
sub30,54,-1357,-9,0
sub30,54,30,220,c
sub30,54,289,419,b
sub30,54,475,740,a
sub30,54,807,995,c
sub30,54,1035,1125,0
sub30,26,-1868,-1027,0
sub30,26,-668,-636,a
sub30,26,-613,51,a
sub30,26,86,253,a
sub30,26,329,439,c
sub30,26,461,581,c
sub30,26,633,938,b
sub30,26,998,1119,a
sub30,26,1344,1371,a
sub30,26,1390,1597,0
sub30,27,-1872,-1575,0
sub30,27,-1248,-193,0
sub30,27,-170,13,b
sub30,27,52,217,0
sub30,27,258,396,c
sub30,27,461,662,b
sub30,27,730,1171,a
sub30,27,1220,1265,0
sub30,30,-1870,-1711,0
sub30,30,-1439,-571,0
sub30,30,-532,-216,0
sub30,30,-187,35,0
sub30,30,82,217,c
sub30,30,276,419,b
sub30,30,473,815,a
sub30,30,1092,1243,c
sub30,51,-1878,-17,0
sub30,51,19,122,c
sub30,51,142,230,c
sub30,51,296,479,b
sub30,51,543,1088,a
sub30,51,1135,1231,0
sub30,5,-1869,-1718,0
sub30,5,-1352,48,0
sub30,5,89,233,b
sub30,5,292,432,c
sub30,5,480,794,a
sub30,5,849,1102,b
sub30,18,-1867,-1708,0
sub30,18,-1477,-395,0
sub30,18,-383,-54,0
sub30,18,-28,92,c
sub30,18,115,246,c
sub30,18,300,453,b
sub30,18,500,1026,a
sub30,18,1073,1125,b
sub30,36,-1877,-1697,0
sub30,36,-1349,-281,0
sub30,36,-261,-50,0
sub30,36,-16,119,c
sub30,36,161,274,b
sub30,36,302,438,b
sub30,36,488,735,a
sub30,36,808,972,b
sub30,41,-1873,70,0
sub30,41,94,206,0
sub30,41,246,366,b
sub30,41,430,599,c
sub30,41,650,1028,a
sub30,41,1097,1526,b
sub30,40,-1871,-932,0
sub30,40,-902,-845,c
sub30,40,-619,104,c
sub30,40,129,302,c
sub30,40,360,515,a
sub30,40,565,967,b
sub30,40,1007,1184,0
sub30,6,-1877,-10,0
sub30,6,41,222,c
sub30,6,282,409,b
sub30,6,461,684,a
sub30,6,743,878,c
sub30,6,894,1314,c
sub30,16,-1872,28,0
sub30,16,74,283,c
sub30,16,336,474,a
sub30,16,519,828,b
sub30,16,880,1254,a
sub30,39,-1875,-1714,0
sub30,39,-1357,-613,b
sub30,39,-589,-440,0
sub30,39,-415,-165,b
sub30,39,-144,-11,b
sub30,39,24,190,b
sub30,39,259,405,a
sub30,39,460,817,c
sub30,39,872,1296,b
sub30,10,-1874,-982,0
sub30,10,-707,-26,0
sub30,10,7,139,a
sub30,10,163,289,a
sub30,10,370,446,b
sub30,10,471,615,b
sub30,10,692,1160,c
sub30,23,-1869,-1807,0
sub30,23,-1513,-1490,0
sub30,23,-1471,-785,0
sub30,23,-767,-535,b
sub30,23,-518,-32,0
sub30,23,-12,119,b
sub30,23,145,275,b
sub30,23,321,456,c
sub30,23,513,688,a
sub30,23,756,1337,c
sub30,13,-1879,-781,0
sub30,13,-757,-591,0
sub30,13,-572,-233,0
sub30,13,-214,35,0
sub30,13,82,265,a
sub30,13,326,452,b
sub30,13,502,689,c
sub30,13,706,906,c
sub30,13,976,1054,a
