RECORDING_SESSION_LABEL,id,rel_start,rel_end,ioa
sub13,24,513,715,a
sub13,24,735,893,a
sub13,24,909,1058,a
sub13,24,1124,1273,c
sub13,24,1321,1538,b
sub13,34,-1873,-1450,0
sub13,34,-1239,-1159,0
sub13,34,-938,-751,0
sub13,34,-557,-54,0
sub13,34,5,183,a
sub13,34,248,477,c
sub13,34,535,720,b
sub13,34,745,875,b
sub13,34,936,1181,c
sub13,34,1237,1385,a
sub13,34,1412,1644,a
sub13,16,-1866,-1185,0
sub13,16,-1153,-829,0
sub13,16,-747,-287,0
sub13,16,-203,-13,0
sub13,16,47,262,c
sub13,16,347,592,b
sub13,16,655,854,a
sub13,16,917,1140,c
sub13,16,1202,1334,a
sub13,16,1366,1788,a
sub13,16,1848,1962,b
sub13,47,-1874,-844,0
sub13,47,-836,-526,0
sub13,47,-497,-63,0
sub13,47,-32,301,b
sub13,47,356,655,c
sub13,47,720,960,a
sub13,47,1024,1163,b
sub13,47,1219,1471,c
sub13,47,1514,1597,c
sub13,22,-1876,-448,0
sub13,22,-424,-253,0
sub13,22,-229,-58,0
sub13,22,-18,241,c
sub13,22,295,602,a
sub13,22,673,860,b
sub13,22,917,1122,a
sub13,22,1179,1418,c
sub13,22,1484,1631,b
sub13,49,-1869,-1566,0
sub13,49,-1475,-1062,0
sub13,49,-966,-775,a
sub13,49,-740,-398,0
sub13,49,-370,-222,a
sub13,49,-198,33,0
sub13,49,75,240,a
sub13,49,317,453,c
sub13,49,499,745,b
sub13,49,788,998,0
sub13,49,1035,1073,0
sub13,49,1102,1314,0
sub13,46,-1867,-750,0
sub13,46,-589,-418,c
sub13,46,-277,-66,0
sub13,46,-26,168,c
sub13,46,226,446,a
sub13,46,508,746,b
sub13,46,809,1063,a
sub13,46,1144,1302,b
sub13,42,-1876,-1469,0
sub13,42,-1285,-474,0
sub13,42,-444,-193,c
sub13,42,-173,-39,c
sub13,42,-14,73,c
sub13,42,84,297,c
sub13,42,358,504,0
sub13,42,538,763,a
sub13,42,813,1066,b
sub13,42,1107,1136,0
sub13,42,1165,1266,a
sub13,48,-1868,-1489,0
sub13,48,-1285,-1216,0
sub13,48,-991,-892,0
sub13,48,-632,-323,0
sub13,48,-297,-52,0
sub13,48,-14,149,c
sub13,48,206,435,b
sub13,48,502,800,a
sub13,48,870,1019,b
sub13,48,1064,1196,c
sub13,15,-1873,-1528,0
sub13,15,-1308,-1256,0
sub13,15,-1203,-841,c
sub13,15,-669,-585,0
sub13,15,-381,-136,0
sub13,15,-118,47,0
sub13,15,83,326,b
sub13,15,393,550,c
sub13,15,604,709,a
sub13,15,730,888,a
sub13,15,949,1278,b
sub13,15,1347,1444,c
sub13,30,-1876,-1476,0
sub13,30,-1449,-1050,b
sub13,30,-979,-531,0
sub13,30,-451,-205,c
sub13,30,-180,-31,c
sub13,30,-10,194,c
sub13,30,267,444,b
sub13,30,502,726,a
sub13,30,786,1085,c
sub13,30,1154,1372,a
sub13,23,-1870,-1346,0
sub13,23,-1135,-1026,0
sub13,23,-819,7,0
sub13,23,48,232,b
sub13,23,285,519,c
sub13,23,583,866,a
sub13,23,930,1031,b
sub13,9,-1875,-1225,0
sub13,9,-1211,-906,0
sub13,9,-870,-255,0
sub13,9,-240,-45,b
sub13,9,-11,131,b
sub13,9,183,438,a
sub13,9,506,612,c
sub13,9,632,756,c
sub13,9,814,977,a
sub13,9,1003,1132,a
sub13,9,1198,1275,b
sub13,9,1332,1432,c
sub13,26,-1872,-1266,0
sub13,26,-1252,-708,0
sub13,26,-682,-48,0
sub13,26,-8,241,a
sub13,26,328,490,c
sub13,26,541,815,b
sub13,26,870,1042,a
sub13,52,-1869,-1475,0
sub13,52,-1291,-895,0
sub13,52,-746,-256,c
sub13,52,-235,-19,c
sub13,52,6,37,c
sub13,52,62,240,c
sub13,52,308,500,a
sub13,52,557,890,b
sub13,52,944,1122,c
sub13,52,1185,1667,a
sub13,40,-1874,-1523,0
sub13,40,-1514,-1293,0
sub13,40,-1114,-1002,0
sub13,40,-786,-675,0
sub13,40,-466,-64,0
sub13,40,-23,225,c
sub13,40,236,359,c
sub13,40,426,610,a
sub13,40,666,982,b
sub13,40,1011,1136,b
sub13,28,-1874,-366,0
sub13,28,-339,-96,0
sub13,28,-35,202,c
sub13,28,269,497,a
sub13,28,551,843,b
sub13,28,915,1129,c
sub13,28,1188,1363,a
sub13,31,-1871,-1728,0
sub13,31,-1553,-600,0
sub13,31,-414,-143,0
sub13,31,-132,-44,0
sub13,31,-2,176,b
sub13,31,242,464,a
sub13,31,524,856,c
sub13,31,940,1059,b
sub13,31,1097,1266,b
sub13,33,-1869,-1625,0
sub13,33,-1432,-1360,0
sub13,33,-1169,-1062,0
sub13,33,-876,-637,0
sub13,33,-400,-63,0
sub13,33,-26,168,b
sub13,33,221,419,a
sub13,33,483,657,c
sub13,33,675,790,c
sub13,33,859,1052,a
sub13,33,1113,1576,b
sub13,33,1616,1731,b
sub13,45,-1876,-1539,0
sub13,45,-1328,-1214,0
sub13,45,-986,-450,0
sub13,45,-434,-201,0
sub13,45,-182,-41,b
sub13,45,-15,144,b
sub13,45,200,454,a
sub13,45,526,814,c
sub13,45,885,1151,a
sub13,45,1216,1361,0
sub15,17,-1870,-1144,0
sub15,17,-981,-249,0
sub15,17,-230,-52,0
sub15,17,-12,84,b
sub15,17,92,205,b
sub15,17,256,432,c
sub15,17,482,671,a
sub15,17,709,820,0
sub15,17,864,1004,b
sub15,17,1057,1236,c
sub15,17,1290,1538,b
sub15,46,-1877,-1659,0
sub15,46,-1636,-1022,0
sub15,46,-1009,-242,0
sub15,46,-223,-75,0
sub15,46,-34,258,c
sub15,46,309,480,b
sub15,46,538,890,a
sub15,46,925,1047,a
sub15,46,1061,1300,a
sub15,46,1309,1468,a
sub15,46,1517,1620,c
sub15,40,-1867,-1448,0
sub15,40,-1412,-873,c
sub15,40,-850,-132,0
sub15,40,-106,-43,c
sub15,40,-18,148,c
sub15,40,196,300,a
sub15,40,317,457,a
sub15,40,506,724,b
sub15,40,779,906,c
sub15,40,941,972,c
sub15,24,-1871,-1219,0
sub15,24,-1168,-941,0
sub15,24,-820,-500,0
sub15,24,-392,-68,0
sub15,24,-27,150,c
sub15,24,199,333,b
sub15,24,381,488,a
sub15,24,504,734,a
sub15,24,792,1052,b
sub15,24,1103,1364,c
sub15,24,1415,1626,0
sub15,24,1678,1808,b
sub15,16,-1870,-1062,0
sub15,16,-1037,-340,c
sub15,16,-323,-183,c
sub15,16,-159,-54,0
sub15,16,-13,180,a
sub15,16,237,395,c
sub15,16,449,721,b
sub15,16,793,935,c
sub15,16,984,1089,a
sub15,21,-1869,-917,0
sub15,21,-898,-777,0
sub15,21,-656,-407,0
sub15,21,-262,-66,0
sub15,21,-27,30,b
sub15,21,164,206,b
sub15,21,253,376,a
sub15,21,425,719,c
sub15,21,780,978,0
sub15,21,1013,1043,a
sub15,15,-1874,-1692,0
sub15,15,-1519,-1230,0
sub15,15,-1069,-72,b
sub15,15,-40,109,b
sub15,15,161,246,a
sub15,15,264,384,a
sub15,15,434,629,c
sub15,15,688,877,b
sub15,15,933,1172,a
sub15,10,-1874,-1729,0
sub15,10,-1696,-1409,0
sub15,10,-1387,-973,0
sub15,10,-944,-855,c
sub15,10,-629,-424,0
sub15,10,-398,-149,a
sub15,10,-126,-62,0
sub15,10,-22,173,c
sub15,10,224,403,a
sub15,10,454,673,b
sub15,10,730,1423,a
sub15,10,1473,1549,c
sub15,4,-1877,-1733,0
sub15,4,-1524,-1251,0
sub15,4,-1065,-920,0
sub15,4,-715,-156,0
sub15,4,-145,-34,0
sub15,4,3,144,c
sub15,4,195,379,a
sub15,4,431,680,b
sub15,4,738,925,c
sub15,30,-1878,-1700,0
sub15,30,-1481,-997,c
sub15,30,-973,-718,0
sub15,30,-692,-48,c
sub15,30,-28,136,c
sub15,30,188,328,a
sub15,30,376,602,b
sub15,30,662,901,c
sub15,7,-1870,-1731,0
sub15,7,-1526,-935,0
sub15,7,-729,-480,0
sub15,7,-456,-299,0
sub15,7,-273,-49,0
sub15,7,-8,140,a
sub15,7,190,344,b
sub15,7,393,455,c
sub15,7,582,613,c
sub15,7,745,874,a
sub15,7,924,1075,b
sub15,7,1121,1366,a
sub15,7,1422,1479,c
sub15,33,-1868,-1744,0
sub15,33,-1519,-1141,0
sub15,33,-935,-785,b
sub15,33,-610,-360,b
sub15,33,-322,-83,0
sub15,33,-45,123,b
sub15,33,177,298,a
sub15,33,345,585,c
sub15,33,642,725,b
sub15,41,-1871,-1740,0
sub15,41,-1530,-1299,0
sub15,41,-1131,-1032,0
sub15,41,-765,-348,b
sub15,41,-322,-70,b
sub15,41,-43,108,b
sub15,41,158,303,c
sub15,41,358,538,a
sub15,41,594,809,b
sub15,41,864,1057,c
sub15,41,1068,1184,c
sub15,41,1240,1290,a
sub15,23,-1877,-1729,0
sub15,23,-1515,-1281,0
sub15,23,-1069,-593,0
sub15,23,-376,-215,0
sub15,23,-189,-49,0
sub15,23,-11,126,b
sub15,23,175,315,c
sub15,23,368,597,a
sub15,23,605,842,a
sub15,23,903,1043,c
sub15,34,-1866,-1715,0
sub15,34,-1509,-1110,0
sub15,34,-1083,-842,c
sub15,34,-806,-366,0
sub15,34,-345,-80,c
sub15,34,-48,131,c
sub15,34,182,363,a
sub15,34,414,603,b
sub15,34,666,843,c
sub15,28,-1875,-1695,0
sub15,28,-1511,-944,0
sub15,28,-751,-69,0
sub15,28,-36,154,c
sub15,28,210,389,a
sub15,28,438,712,b
sub15,28,766,901,c
sub15,49,-1868,-1700,0
sub15,49,-1348,-926,0
sub15,49,-633,-378,0
sub15,49,-351,-80,a
sub15,49,-60,71,a
sub15,49,121,368,b
sub15,49,416,599,c
sub15,49,655,889,a
sub15,5,-1874,-1030,0
sub15,5,-1006,-846,b
sub15,5,-583,-69,b
sub15,5,-44,104,b
sub15,5,157,357,c
sub15,5,412,604,a
sub15,5,661,807,b
sub15,6,-1873,-1694,0
sub15,6,-1489,-278,0
sub15,6,-260,-75,c
sub15,6,-42,128,c
sub15,6,185,380,b
sub15,6,431,698,a
sub15,6,755,877,c
sub15,26,-1876,-1738,0
sub15,26,-1534,-1065,0
sub15,26,-873,-327,0
sub15,26,-300,-85,a
sub15,26,-59,109,a
sub15,26,162,317,c
sub15,26,368,626,b
sub15,26,681,874,c
sub15,26,935,1066,a
sub15,11,-1874,-1365,0
sub15,11,-1188,-749,0
sub15,11,-726,-360,0
sub15,11,-333,-94,0
sub15,11,-54,96,b
sub15,11,145,343,c
sub15,11,394,681,a
sub15,11,743,842,b
sub15,35,-1872,-1325,0
sub15,35,-1311,-519,0
sub15,35,-500,-58,0
sub15,35,-17,130,b
sub15,35,177,275,c
sub15,35,325,526,a
sub15,35,582,669,b
sub15,35,693,838,b
sub15,35,889,1058,c
sub15,31,-1866,-1699,0
sub15,31,-1456,-772,0
sub15,31,-745,-724,a
sub15,31,-545,-350,0
sub15,31,-320,-64,b
sub15,31,-20,147,a
sub15,31,197,322,b
sub15,31,369,555,c
sub15,31,608,784,a
sub15,53,-1870,-1420,0
sub15,53,-1211,-1027,0
sub15,53,-738,-549,0
sub15,53,-522,-102,b
sub15,53,-77,78,b
sub15,53,131,281,c
sub15,53,329,571,a
sub15,53,581,760,a
sub15,53,769,960,a
sub15,54,-1871,-1738,0
sub15,54,-1529,-1001,0
sub15,54,-799,-695,0
sub15,54,-472,-327,0
sub15,54,-308,-94,c
sub15,54,-68,85,c
sub15,54,137,302,b
sub15,54,351,575,a
sub15,54,642,807,c
sub15,25,-1867,-1748,0
sub15,25,-1532,-756,0
sub15,25,-727,-416,a
sub15,25,-385,-196,a
sub15,25,-182,-57,a
sub15,25,-43,53,a
sub15,25,107,208,b
sub15,25,219,346,b
sub15,25,396,598,c
sub15,25,658,866,a
sub15,47,-1871,-1705,0
sub15,47,-1488,-1116,0
sub15,47,-917,-533,b
sub15,47,-493,-234,0
sub15,47,-211,-64,0
sub15,47,-26,142,b
sub15,47,193,394,c
sub15,47,442,610,a
sub15,47,780,862,b
sub15,47,880,972,b
sub15,50,-1873,-1738,0
sub15,50,-1519,-1331,0
sub15,50,-1090,-610,0
sub15,50,-585,-124,a
sub15,50,-100,-31,a
sub15,50,-7,134,a
sub15,50,184,357,c
sub15,50,411,614,b
sub15,50,672,844,a
sub15,50,891,1020,c
sub15,44,-1873,-1702,0
sub15,44,-1475,-1186,0
sub15,44,-1167,-899,0
sub15,44,-658,-340,0
sub15,44,-314,-69,0
sub15,44,-33,145,a
sub15,44,196,340,c
sub15,44,389,609,b
sub15,44,668,837,a
sub15,44,888,949,c
sub15,39,-1872,-1729,0
sub15,39,-1565,-1385,0
sub15,39,-1180,-1031,0
sub15,39,-843,-229,a
sub15,39,-188,-51,b
sub15,39,-20,123,b
sub15,39,288,471,a
sub15,39,521,645,c
sub15,39,788,912,b
sub15,39,924,1091,b
sub15,39,1101,1200,b
sub15,39,1250,1395,a
sub15,39,1444,1502,c
sub15,42,-1876,-1710,0
sub15,42,-1505,-1368,0
sub15,42,-851,-761,0
sub15,42,-534,-153,c
sub15,42,-125,-54,c
sub15,42,-35,84,c
sub15,42,135,296,b
sub15,42,345,661,a
sub15,42,718,925,c
sub15,1,-1867,-1677,0
sub15,1,-1367,-627,0
sub15,1,-602,-390,0
sub15,1,-365,-85,a
sub15,1,-60,53,a
sub15,1,106,282,b
sub15,1,333,518,c
sub15,1,530,673,c
sub15,20,-1867,-1698,0
sub15,20,-1425,-183,0
sub15,20,-171,-52,0
sub15,20,-13,151,c
sub15,20,198,337,a
sub15,20,393,596,b
sub15,20,611,651,b
sub15,20,708,890,a
sub15,20,906,949,a
sub15,51,-1876,-1732,0
sub15,51,-1528,-1103,0
sub15,51,-844,-282,0
sub15,51,-254,-88,b
sub15,51,-58,81,b
sub15,51,134,304,a
sub15,51,356,521,c
sub15,51,531,651,c
sub15,51,706,849,b
sub15,51,901,949,a
sub15,38,-1866,-1711,0
sub15,38,-1464,-1120,0
sub15,38,-1086,-621,a
sub15,38,-595,-429,a
sub15,38,-405,-85,a
sub15,38,-67,79,a
sub15,38,130,231,c
sub15,38,248,381,c
sub15,38,430,604,b
sub15,38,658,807,a
sub15,27,-1872,-1731,0
sub15,27,-1477,-1321,0
sub15,27,-1088,-1004,0
sub15,27,-797,-506,a
sub15,27,-461,-211,b
sub15,27,-193,-47,b
sub15,27,-32,59,b
sub15,27,112,221,a
sub15,27,237,376,a
sub15,27,423,552,c
sub15,27,563,676,c
sub15,27,728,849,a
sub15,27,862,1040,a
sub15,2,-1867,-1677,0
sub15,2,-1481,-1399,c
sub15,2,-1171,-518,a
sub15,2,-498,-89,a
sub15,2,-65,88,a
sub15,2,138,236,c
sub15,2,349,378,b
sub15,2,557,580,b
sub15,2,640,723,a
sub15,2,745,855,a
sub15,2,904,1102,c
sub15,43,-1870,-1733,0
sub15,43,-1522,-1139,0
sub15,43,-945,-694,0
sub15,43,-645,-399,a
sub15,43,-196,-80,0
sub15,43,-44,195,a
sub15,43,243,376,b
sub15,43,423,560,c
sub15,43,582,721,c
sub15,43,772,920,a
sub15,18,-1876,-1684,0
sub15,18,-1605,-1401,0
sub15,18,-1376,-1208,0
sub15,18,-1161,-979,0
sub15,18,-919,-376,b
sub15,18,-330,-64,0
sub15,18,-20,148,c
sub15,18,199,385,b
sub15,18,436,617,a
sub15,18,672,818,c
sub15,18,861,1039,0
sub15,18,1077,1243,a
sub15,52,-1867,-1683,0
sub15,52,-1603,-489,0
sub15,52,-234,-90,c
sub15,52,-63,98,c
sub15,52,149,256,a
sub15,52,268,339,a
sub15,52,386,633,b
sub15,52,688,796,c
sub15,32,-1878,-1695,0
sub15,32,-1482,-1228,0
sub15,32,-979,-283,0
sub15,32,-255,-69,0
sub15,32,-34,130,a
sub15,32,178,334,c
sub15,32,384,571,b
sub15,32,661,804,a
sub15,32,854,1019,c
sub15,14,-1866,-1719,0
sub15,14,-1471,-1241,0
sub15,14,-1209,-749,0
sub15,14,-736,-180,0
sub15,14,-167,-54,0
sub15,14,-18,149,c
sub15,14,197,329,b
sub15,14,382,586,a
sub15,14,640,746,b
sub15,14,764,899,b
sub15,3,-1868,-1712,0
sub15,3,-1473,-1330,0
sub15,3,-1101,-205,0
sub15,3,-167,-43,b
sub15,3,-16,123,b
sub15,3,171,260,a
sub15,3,277,410,a
sub15,3,461,681,c
sub15,3,734,843,b
sub15,8,-1876,-1699,0
sub15,8,-1404,-977,0
sub15,8,-933,-544,0
sub15,8,-508,-61,0
sub15,8,-23,161,a
sub15,8,220,498,c
sub15,8,549,646,b
sub15,8,668,842,b
sub15,8,896,972,a
sub15,9,-1877,-742,0
sub15,9,-568,-78,0
sub15,9,-43,141,b
sub15,9,187,333,a
sub15,9,382,601,c
sub15,9,656,798,b
sub15,9,850,925,a
sub15,29,-1873,-1732,0
sub15,29,-1507,-1341,0
sub15,29,-1105,-358,0
sub15,29,-331,-86,b
sub15,29,-61,111,b
sub15,29,170,315,c
sub15,29,367,581,a
sub15,29,638,1078,b
sub15,22,-1874,-1742,0
sub15,22,-1491,-1182,0
sub15,22,-942,-855,0
sub15,22,-563,-379,0
sub15,22,-351,-45,0
sub15,22,-4,199,c
sub15,22,248,364,a
sub15,22,410,634,b
sub15,22,694,925,c
sub15,45,-1875,-1748,0
sub15,45,-1505,-1283,0
sub15,45,-1257,-1020,0
sub15,45,-817,-260,0
sub15,45,-208,-76,0
sub15,45,-40,140,b
sub15,45,191,345,a
sub15,45,393,570,c
sub15,45,588,620,c
sub15,45,679,794,b
sub15,36,-1867,-1732,0
sub15,36,-1500,-1195,0
sub15,36,-965,-468,0
sub15,36,-432,-83,0
sub15,36,-46,172,c
sub15,36,221,291,b
sub15,36,314,439,b
sub15,36,488,727,a
sub15,36,735,832,a
sub15,36,887,937,c
sub15,19,-1874,-1393,0
sub15,19,-1360,-740,a
sub15,19,-702,-535,0
sub15,19,-356,-141,0
sub15,19,-115,18,0
sub15,19,53,282,a
sub15,19,333,535,c
sub15,19,598,748,b
sub15,19,790,937,a
sub15,19,951,1125,a
sub15,19,1169,1337,0
sub15,19,1364,1396,a
sub15,12,-1876,-1743,0
sub15,12,-1533,-1184,0
sub15,12,-1138,-985,a
sub15,12,-957,-614,a
sub15,12,-549,-370,0
sub15,12,-287,-80,0
sub15,12,-47,36,c
sub15,12,167,403,b
sub15,12,454,569,a
sub15,12,798,859,b
sub15,12,1044,1183,b
sub15,12,1238,1362,a
sub15,48,-1867,-1727,0
sub15,48,-1480,-1180,0
sub15,48,-967,-68,0
sub15,48,-26,51,c
sub15,48,227,271,c
sub15,48,320,471,b
sub15,48,520,677,a
sub15,48,689,849,a
sub15,48,898,1042,c
sub15,48,1060,1190,c
sub15,48,1235,1407,b
sub15,37,-1868,-1709,0
sub15,37,-1508,-1057,0
sub15,37,-1031,-987,0
sub15,37,-929,-692,0
sub15,37,-635,-56,c
sub15,37,-14,390,a
sub15,37,451,648,b
sub15,37,699,841,c
sub15,37,898,949,a
sub16,26,-1866,-1425,0
sub16,26,-1289,-1147,0
sub16,26,-1023,-768,0
sub16,26,-578,-326,0
sub16,26,-284,18,0
sub16,26,55,265,a
sub16,26,318,383,c
sub16,26,412,520,c
sub16,26,707,902,b
sub16,26,964,1233,c
sub16,17,-1878,-1404,0
sub16,17,-1223,-928,0
sub16,17,-735,-562,b
sub16,17,-544,-340,b
sub16,17,-294,-26,0
sub16,17,9,199,b
sub16,17,256,328,c
sub16,17,360,486,c
sub16,17,546,860,a
sub16,17,921,1137,b
sub16,37,-1877,-1046,0
sub16,37,-835,-651,a
sub16,37,-614,-390,a
sub16,37,-344,-42,0
sub16,37,-5,197,a
sub16,37,251,468,b
sub16,37,526,1011,c
sub16,37,1066,1219,a
sub16,12,-1870,-1337,0
sub16,12,-1325,-910,0
sub16,12,-798,-333,0
sub16,12,-312,-27,0
sub16,12,7,271,c
sub16,12,321,460,b
sub16,12,518,769,a
sub16,12,827,1007,b
sub16,13,-1875,-1722,0
sub16,13,-1521,-962,0
sub16,13,-926,-677,a
sub16,13,-476,-246,0
sub16,13,-207,2,a
sub16,13,38,188,a
sub16,13,242,412,b
sub16,13,470,889,c
sub16,21,-1873,-1511,0
sub16,21,-1340,-1023,0
sub16,21,-793,-752,0
sub16,21,-574,-152,0
sub16,21,-127,19,0
sub16,21,63,374,b
sub16,21,429,574,a
sub16,21,634,840,c
sub16,21,900,1042,b
sub16,51,-1873,-1703,0
sub16,51,-1654,-1634,c
sub16,51,-1614,-1047,0
sub16,51,-826,-644,0
sub16,51,-618,-411,0
sub16,51,-367,-51,b
sub16,51,-16,191,b
sub16,51,247,427,a
sub16,51,487,995,c
sub16,16,-1876,-1230,0
sub16,16,-1066,-614,c
sub16,16,-579,-157,c
sub16,16,-135,52,0
sub16,16,100,231,a
sub16,16,258,385,a
sub16,16,444,732,b
sub16,16,798,917,c
sub16,16,942,1090,c
sub16,23,-1871,-1350,0
sub16,23,-1117,-950,a
sub16,23,-745,-519,0
sub16,23,-494,-313,0
sub16,23,-250,-57,0
sub16,23,-19,158,b
sub16,23,215,424,c
sub16,23,487,725,a
sub16,23,789,939,b
sub16,23,1000,1163,a
sub16,23,1188,1361,a
sub16,31,-1877,-1276,0
sub16,31,-1092,-947,0
sub16,31,-770,-591,0
sub16,31,-520,-22,a
sub16,31,13,151,a
sub16,31,171,352,a
sub16,31,400,562,b
sub16,31,623,913,c
sub16,30,-1867,-1536,0
sub16,30,-1372,-987,0
sub16,30,-776,-657,0
sub16,30,-609,-428,0
sub16,30,-353,-48,0
sub16,30,-14,190,c
sub16,30,243,542,b
sub16,30,601,1113,a
sub16,42,-1874,-1402,0
sub16,42,-1159,-928,0
sub16,42,-892,-515,0
sub16,42,-475,-298,b
sub16,42,-271,43,0
sub16,42,86,279,c
sub16,42,338,533,b
sub16,42,593,989,a
sub16,42,1035,1292,b
sub16,42,1322,1360,b
sub16,52,-1871,-956,0
sub16,52,-722,-612,a
sub16,52,-556,-86,0
sub16,52,-36,157,0
sub16,52,209,363,c
sub16,52,412,719,b
sub16,52,765,1043,a
sub16,46,-1867,-1480,0
sub16,46,-1217,-991,0
sub16,46,-818,-681,0
sub16,46,-361,-48,c
sub16,46,-5,269,a
sub16,46,316,513,c
sub16,46,568,855,b
sub16,46,917,1184,a
sub16,22,-1869,-1793,0
sub16,22,-1697,-1377,0
sub16,22,-1296,-1099,0
sub16,22,-1058,-876,0
sub16,22,-834,-490,0
sub16,22,-243,-48,0
sub16,22,3,183,a
sub16,22,236,440,c
sub16,22,490,619,b
sub16,22,644,706,b
sub16,22,768,1210,a
sub16,22,1264,1478,0
sub16,10,-1868,-1486,0
sub16,10,-1243,-1071,0
sub16,10,-1017,-864,0
sub16,10,-840,-694,0
sub16,10,-452,-335,a
sub16,10,-310,-58,a
sub16,10,-7,286,c
sub16,10,342,563,b
sub16,10,617,843,a
sub16,38,-1877,-1393,0
sub16,38,-1150,-963,a
sub16,38,-924,-767,0
sub16,38,-558,-508,0
sub16,38,-326,11,0
sub16,38,48,250,a
sub16,38,304,588,c
sub16,38,647,843,b
sub16,29,-1877,-1153,0
sub16,29,-990,-915,0
sub16,29,-762,-487,a
sub16,29,-453,-37,b
sub16,29,1,220,b
sub16,29,282,411,c
sub16,29,463,724,a
sub16,29,786,877,c
sub16,53,-1868,-1672,0
sub16,53,-1532,-1501,0
sub16,53,-1494,-1378,0
sub16,53,-1341,-1195,b
sub16,53,-1175,-954,b
sub16,53,-782,-533,0
sub16,53,-462,-272,0
sub16,53,-248,-30,b
sub16,53,8,230,b
sub16,53,285,449,c
sub16,53,511,795,a
sub16,43,-1875,-1257,0
sub16,43,-1050,-1031,0
sub16,43,-826,-593,0
sub16,43,-532,-289,0
sub16,43,-254,-47,0
sub16,43,3,224,a
sub16,43,282,517,c
sub16,43,576,722,b
sub16,43,784,890,a
sub16,43,921,1260,a
sub16,43,1285,1523,a
sub16,4,-1875,-1659,0
sub16,4,-1355,-1202,0
sub16,4,-1194,-1162,0
sub16,4,-1004,-914,c
sub16,4,-866,-564,c
sub16,4,-524,-141,c
sub16,4,-121,6,c
sub16,4,30,176,c
sub16,4,237,412,a
sub16,4,471,807,b
sub16,48,-1877,-1548,0
sub16,48,-1347,-827,c
sub16,48,-648,-400,b
sub16,48,-359,-64,0
sub16,48,-28,210,c
sub16,48,277,424,a
sub16,48,455,589,a
sub16,48,650,838,b
sub16,48,887,1011,a
sub16,48,1046,1437,a
sub16,48,1457,1538,a
sub16,48,1594,1632,b
sub16,44,-1872,-1620,0
sub16,44,-1317,-1102,0
sub16,44,-840,-652,c
sub16,44,-627,-574,c
sub16,44,-357,-228,a
sub16,44,-204,-49,0
sub16,44,-11,260,a
sub16,44,313,523,b
sub16,44,584,960,c
sub16,20,-1866,-1570,0
sub16,20,-1404,-1328,b
sub16,20,-1285,-1206,0
sub16,20,-1197,-1091,0
sub16,20,-819,-677,0
sub16,20,-607,-374,0
sub16,20,-300,-145,0
sub16,20,-111,19,0
sub16,20,59,248,c
sub16,20,304,498,a
sub16,20,552,986,b
sub16,20,1046,1137,a
sub16,33,-1867,-1843,0
sub16,33,-1823,-1459,0
sub16,33,-1428,-1180,0
sub16,33,-992,-960,a
sub16,33,-754,-492,a
sub16,33,-457,-217,b
sub16,33,-184,-11,0
sub16,33,21,112,a
sub16,33,162,364,b
sub16,33,416,623,c
sub16,33,650,795,c
sub16,27,-1869,-1335,0
sub16,27,-1115,-878,0
sub16,27,-700,-273,0
sub16,27,-221,-4,b
sub16,27,27,211,b
sub16,27,266,441,a
sub16,27,467,593,a
sub16,27,652,972,c
sub16,19,-1867,-1500,0
sub16,19,-1217,-920,b
sub16,19,-755,-615,0
sub16,19,-519,-463,0
sub16,19,-414,-249,a
sub16,19,-202,-30,0
sub16,19,10,281,a
sub16,19,338,546,c
sub16,19,603,902,b
sub16,8,-1878,-1209,0
sub16,8,-1164,-1127,b
sub16,8,-1109,-895,0
sub16,8,-858,-783,0
sub16,8,-595,-449,0
sub16,8,-367,-207,a
sub16,8,-185,-47,a
sub16,8,-15,228,a
sub16,8,282,442,c
sub16,8,489,984,b
sub16,5,-1873,-1768,0
sub16,5,-1687,-1527,0
sub16,5,-1233,-876,b
sub16,5,-831,-189,b
sub16,5,-133,146,0
sub16,5,197,464,c
sub16,5,526,650,a
sub16,5,708,948,b
sub16,5,1003,1124,a
sub16,32,-1873,-1735,0
sub16,32,-1488,-1461,0
sub16,32,-1243,-1103,0
sub16,32,-1094,-1060,0
sub16,32,-1040,-1003,0
sub16,32,-977,-953,a
sub16,32,-942,-882,a
sub16,32,-845,-585,c
sub16,32,-551,-58,0
sub16,32,-9,301,a
sub16,32,366,622,b
sub16,32,678,925,c
sub16,45,-1873,-1528,0
sub16,45,-1476,-1456,c
sub16,45,-1363,-914,0
sub16,45,-874,-595,a
sub16,45,-439,-291,0
sub16,45,-270,-55,b
sub16,45,-26,278,b
sub16,45,335,446,a
sub16,45,471,594,a
sub16,45,653,1141,c
sub16,24,-1869,-1687,0
sub16,24,-1503,-1275,0
sub16,24,-1238,-957,0
sub16,24,-733,-581,b
sub16,24,-559,-354,b
sub16,24,-307,-127,c
sub16,24,-95,33,0
sub16,24,68,301,c
sub16,24,356,548,a
sub16,24,605,902,b
sub16,2,-1877,-1258,0
sub16,2,-1051,-966,a
sub16,2,-949,-622,a
sub16,2,-579,-314,a
sub16,2,-279,-58,0
sub16,2,-26,159,a
sub16,2,215,477,c
sub16,2,535,737,b
sub16,2,797,1443,a
sub16,28,-1877,-1414,0
sub16,28,-1189,-826,c
sub16,28,-805,-621,c
sub16,28,-586,-439,c
sub16,28,-416,-169,c
sub16,28,200,518,a
sub16,28,575,1013,b
